,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2021-01-14 13:22:00.022684,-10.875,13.062000000000001,-78.37,-0.38,-0.57,9.48,22.359,67.17699999999999,1005.2080000000001,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.259,0.0,wipingtable
2021-01-14 13:22:00.077684,-10.187000000000001,12.375,-78.37,-0.4,-0.59,9.49,22.406,67.212,1005.203,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.298,0.0,wipingtable
2021-01-14 13:22:00.133680,-10.187000000000001,11.562000000000001,-77.25,-0.38,-0.57,9.46,22.406,67.212,1005.203,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.34700000000000003,0.0,wipingtable
2021-01-14 13:22:00.190682,-10.187000000000001,12.687000000000001,-77.19,-0.39,-0.58,9.49,22.313000000000002,67.206,1005.204,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.22,0.0,wipingtable
2021-01-14 13:22:00.245680,-10.5,12.0,-77.19,-0.38,-0.56,9.49,22.359,67.122,1005.2139999999999,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.381,0.0,wipingtable
2021-01-14 13:22:00.303688,-10.187000000000001,13.375,-77.56,-0.39,-0.57,9.46,22.359,67.122,1005.2139999999999,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.35600000000000004,0.0,wipingtable
2021-01-14 13:22:00.361681,-9.75,12.375,-76.06,-0.39,-0.57,9.49,22.372,67.048,1005.2230000000001,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.278,0.0,wipingtable
2021-01-14 13:22:00.415678,-9.375,13.062000000000001,-79.19,-0.38,-0.58,9.5,22.372,67.048,1005.2230000000001,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.361,0.0,wipingtable
2021-01-14 13:22:00.473682,-10.187000000000001,12.0,-77.19,-0.4,-0.56,9.46,22.406,66.929,1005.237,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.381,0.0,wipingtable
2021-01-14 13:22:00.528685,-9.75,12.687000000000001,-78.0,-0.37,-0.59,9.45,22.302,66.929,1005.237,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.303,0.0,wipingtable
2021-01-14 13:22:00.584685,-10.5,12.0,-77.19,-0.4,-0.59,9.48,22.302,67.13,1005.2130000000001,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.28300000000000003,0.0,wipingtable
2021-01-14 13:22:00.641680,-10.875,12.687000000000001,-76.75,-0.38,-0.58,9.45,22.349,67.293,1005.193,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.215,0.0,wipingtable
2021-01-14 13:22:00.696682,-9.375,12.687000000000001,-77.25,-0.39,-0.56,9.46,22.349,67.293,1005.193,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.327,0.0,wipingtable
2021-01-14 13:22:00.753682,-9.75,12.687000000000001,-78.37,-0.38,-0.57,9.48,22.29,67.10600000000001,1005.216,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.22899999999999998,0.0,wipingtable
2021-01-14 13:22:00.808685,-9.375,12.375,-77.56,-0.39,-0.59,9.46,22.29,67.10600000000001,1005.216,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.303,0.0,wipingtable
2021-01-14 13:22:00.865683,-9.375,12.375,-78.37,-0.38,-0.59,9.46,22.337,66.982,1005.2310000000001,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.23399999999999999,0.0,wipingtable
2021-01-14 13:22:00.921684,-10.875,12.687000000000001,-76.75,-0.38,-0.58,9.49,22.372,67.222,1005.202,21.75,11.0,2.0,4.0,6.0,2.0,2661.0,0.35200000000000004,0.0,wipingtable
2021-01-14 13:22:00.977684,-9.75,12.0,-77.19,-0.4,-0.57,9.47,22.372,67.222,1005.202,21.75,11.0,2.0,4.0,6.0,2.0,2661.0,0.293,0.0,wipingtable
2021-01-14 13:22:01.032681,-9.75,12.687000000000001,-77.56,-0.4,-0.58,9.5,22.372,67.087,1005.2180000000001,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.35600000000000004,0.0,wipingtable
2021-01-14 13:22:01.086680,-9.75,12.687000000000001,-78.37,-0.38,-0.58,9.47,22.372,67.087,1005.2180000000001,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.205,0.0,wipingtable
2021-01-14 13:22:01.145681,-9.75,13.375,-78.0,-0.39,-0.58,9.47,22.359,67.061,1005.221,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.215,0.0,wipingtable
2021-01-14 13:22:01.201683,-9.75,12.687000000000001,-78.37,-0.39,-0.59,9.46,22.359,67.061,1005.221,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.342,0.0,wipingtable
2021-01-14 13:22:01.256682,-9.062000000000001,11.562000000000001,-78.0,-0.39,-0.58,9.46,22.302,67.156,1005.21,21.75,12.0,2.0,4.0,6.0,2.0,2661.0,0.396,0.0,wipingtable
2021-01-14 13:22:01.314681,-10.875,12.687000000000001,-78.37,-0.38,-0.59,9.5,22.349,66.91,1005.2389999999999,21.75,11.0,2.0,4.0,6.0,2.0,2661.0,0.361,0.0,wipingtable
2021-01-14 13:22:01.369684,-9.75,12.375,-78.37,-0.39,-0.59,9.48,22.349,66.91,1005.2389999999999,21.75,12.0,2.0,4.0,6.0,2.0,2661.0,0.327,0.0,wipingtable
2021-01-14 13:22:01.427678,-10.187000000000001,12.687000000000001,-77.19,-0.4,-0.58,9.49,22.313000000000002,67.206,1005.204,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.244,0.0,wipingtable
2021-01-14 13:22:01.483685,-10.5,13.062000000000001,-76.37,-0.37,-0.59,9.49,22.313000000000002,67.206,1005.204,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.483,0.0,wipingtable
2021-01-14 13:22:01.539683,-9.75,13.375,-77.56,-0.42,-0.58,9.49,22.337,67.15100000000001,1005.211,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.28800000000000003,0.0,wipingtable
2021-01-14 13:22:01.597681,-10.187000000000001,13.062000000000001,-77.25,-0.4,-0.58,9.48,22.395,66.934,1005.237,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.2,0.0,wipingtable
2021-01-14 13:22:01.655680,-9.375,12.687000000000001,-76.37,-0.4,-0.58,9.47,22.395,66.934,1005.237,21.75,11.0,2.0,4.0,6.0,2.0,2661.0,0.308,0.0,wipingtable
2021-01-14 13:22:01.710678,-10.875,12.687000000000001,-77.56,-0.37,-0.58,9.48,22.337,66.95,1005.235,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.342,0.0,wipingtable
2021-01-14 13:22:01.767680,-10.5,13.062000000000001,-78.75,-0.39,-0.59,9.5,22.337,66.95,1005.235,21.74,12.0,2.0,4.0,6.0,2.0,2661.0,0.28300000000000003,0.0,wipingtable
2021-01-14 13:22:01.824679,-9.375,12.687000000000001,-77.56,-0.4,-0.6,9.49,22.337,67.061,1005.221,21.74,11.0,2.0,4.0,6.0,2.0,2661.0,0.405,0.0,wipingtable
