,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2021-01-14 13:22:00.028869,32.562,4.063,-73.37,-0.56,0.7,9.48,23.189,64.598,1005.515,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.259,1.0,wipingtable
2021-01-14 13:22:00.083873,33.0,4.375,-73.37,-0.56,0.69,9.45,23.213,64.67,1005.515,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.396,1.0,wipingtable
2021-01-14 13:22:00.140872,33.375,3.687,-74.25,-0.56,0.7,9.49,23.213,64.635,1005.5110000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.317,1.0,wipingtable
2021-01-14 13:22:00.196879,33.375,4.375,-74.25,-0.56,0.71,9.45,23.189,64.635,1005.5110000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.317,1.0,wipingtable
2021-01-14 13:22:00.251873,33.375,3.687,-74.25,-0.55,0.69,9.45,23.189,64.635,1005.5110000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.361,1.0,wipingtable
2021-01-14 13:22:00.307870,33.375,3.687,-73.37,-0.56,0.71,9.43,23.201,64.593,1005.5160000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.249,1.0,wipingtable
2021-01-14 13:22:00.362871,34.375,4.063,-73.87,-0.56,0.7,9.46,23.201,64.593,1005.5160000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.293,1.0,wipingtable
2021-01-14 13:22:00.418868,33.75,4.063,-72.69,-0.56,0.71,9.46,23.154,64.74600000000001,1005.498,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.332,1.0,wipingtable
2021-01-14 13:22:00.473871,33.0,3.687,-73.06,-0.53,0.71,9.46,23.213,64.87,1005.4830000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.22,1.0,wipingtable
2021-01-14 13:22:00.529873,33.375,4.063,-74.25,-0.56,0.71,9.48,23.213,64.87,1005.4830000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.415,1.0,wipingtable
2021-01-14 13:22:00.583869,33.0,4.063,-73.06,-0.55,0.7,9.46,23.189,64.593,1005.5160000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.254,1.0,wipingtable
2021-01-14 13:22:00.640870,33.0,4.375,-73.37,-0.55,0.72,9.46,23.189,64.593,1005.5160000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.303,1.0,wipingtable
2021-01-14 13:22:00.694869,32.562,4.375,-75.0,-0.56,0.7,9.45,23.225,64.781,1005.4939999999999,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.28300000000000003,1.0,wipingtable
2021-01-14 13:22:00.751870,33.375,3.687,-74.25,-0.55,0.71,9.45,23.225,64.781,1005.4939999999999,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.376,1.0,wipingtable
2021-01-14 13:22:00.808870,33.0,4.75,-73.87,-0.57,0.72,9.45,23.178,64.559,1005.52,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.303,1.0,wipingtable
2021-01-14 13:22:00.863869,32.562,4.063,-74.56,-0.55,0.72,9.44,23.19,64.582,1005.5169999999999,22.06,6.0,1.0,2.0,3.0,1.0,2661.0,0.337,1.0,wipingtable
2021-01-14 13:22:00.921870,33.0,4.063,-73.06,-0.55,0.71,9.45,23.19,64.582,1005.5169999999999,22.06,6.0,1.0,2.0,3.0,1.0,2661.0,0.342,1.0,wipingtable
2021-01-14 13:22:00.976871,33.375,4.75,-73.87,-0.55,0.71,9.47,23.144000000000002,64.548,1005.5210000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.391,1.0,wipingtable
2021-01-14 13:22:01.032871,33.375,4.375,-73.37,-0.54,0.71,9.5,23.144000000000002,64.548,1005.5210000000001,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.22899999999999998,1.0,wipingtable
2021-01-14 13:22:01.088871,32.25,4.063,-73.37,-0.55,0.7,9.48,23.225,64.70100000000001,1005.503,22.05,6.0,1.0,2.0,3.0,1.0,2661.0,0.469,1.0,wipingtable
