,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2020-12-10 12:57:00.030272,27.686999999999998,-26.25,-111.75,-0.12,-0.65,9.46,23.578000000000003,-14.855,1015.035,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.195,0.0,none
2020-12-10 12:57:00.087274,28.061999999999998,-25.875,-112.06,-0.14,-0.62,9.48,23.638,-14.918,1015.043,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.21,0.0,none
2020-12-10 12:57:00.141274,27.25,-26.25,-111.75,-0.14,-0.63,9.44,23.638,-14.918,1015.043,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.18100000000000002,0.0,none
2020-12-10 12:57:00.197274,26.561999999999998,-26.875,-111.75,-0.14,-0.62,9.46,23.638,-15.013,1015.055,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.28800000000000003,0.0,none
2020-12-10 12:57:00.252275,27.25,-26.561999999999998,-112.06,-0.12,-0.61,9.47,23.590999999999998,-14.887,1015.039,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.23399999999999999,0.0,none
2020-12-10 12:57:00.309273,26.875,-26.25,-111.75,-0.15,-0.6,9.46,23.590999999999998,-14.887,1015.039,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.298,0.0,none
2020-12-10 12:57:00.365273,28.375,-25.875,-111.75,-0.13,-0.61,9.44,23.555,-14.812999999999999,1015.0310000000001,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.205,0.0,none
2020-12-10 12:57:00.421274,27.25,-26.25,-112.87,-0.14,-0.63,9.45,23.555,-14.812999999999999,1015.0310000000001,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.17600000000000002,0.0,none
2020-12-10 12:57:00.477273,26.875,-26.561999999999998,-112.06,-0.13,-0.63,9.46,23.531999999999996,-14.855,1015.0360000000001,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.151,0.0,none
2020-12-10 12:57:00.532274,27.25,-26.561999999999998,-112.56,-0.13,-0.62,9.46,23.625999999999998,-14.844000000000001,1015.0360000000001,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.21,0.0,none
2020-12-10 12:57:00.591274,27.686999999999998,-25.875,-111.37,-0.11,-0.63,9.47,23.625999999999998,-14.880999999999998,1015.038,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.215,0.0,none
2020-12-10 12:57:00.646275,26.875,-25.5,-111.0,-0.14,-0.61,9.47,23.590999999999998,-14.987,1015.052,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.273,0.0,none
2020-12-10 12:57:00.701276,26.875,-26.25,-112.06,-0.14,-0.57,9.46,23.590999999999998,-14.987,1015.052,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.195,0.0,none
2020-12-10 12:57:00.757274,27.686999999999998,-26.25,-111.0,-0.15,-0.61,9.44,23.603,-14.790999999999999,1015.028,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.34700000000000003,0.0,none
2020-12-10 12:57:00.813274,27.25,-26.25,-112.87,-0.12,-0.61,9.46,23.603,-14.790999999999999,1015.028,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.239,0.0,none
2020-12-10 12:57:00.868273,27.25,-25.875,-111.75,-0.13,-0.62,9.46,23.649,-14.913,1015.043,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.215,0.0,none
2020-12-10 12:57:00.923274,27.686999999999998,-25.875,-112.5,-0.12,-0.61,9.45,23.625999999999998,-14.870999999999999,1015.0369999999999,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.2,0.0,none
2020-12-10 12:57:00.981274,26.875,-26.875,-112.06,-0.12,-0.63,9.44,23.625999999999998,-14.870999999999999,1015.0369999999999,21.78,3.0,0.0,1.0,1.0,1.0,1391.0,0.166,0.0,none
2020-12-10 12:57:01.036274,27.25,-26.25,-110.87,-0.13,-0.61,9.44,23.590999999999998,-14.739,1015.0210000000001,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.205,0.0,none
2020-12-10 12:57:01.093275,26.875,-26.25,-111.25,-0.13,-0.62,9.45,23.590999999999998,-14.739,1015.0210000000001,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.26899999999999996,0.0,none
2020-12-10 12:57:01.148274,28.061999999999998,-26.25,-111.69,-0.15,-0.61,9.45,23.649,-14.85,1015.035,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.18600000000000003,0.0,none
2020-12-10 12:57:01.204281,26.875,-25.5,-111.75,-0.14,-0.61,9.45,23.649,-14.85,1015.035,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.21,0.0,none
2020-12-10 12:57:01.263278,26.25,-26.25,-112.06,-0.15,-0.61,9.44,23.660999999999998,-14.728,1015.02,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.205,0.0,none
2020-12-10 12:57:01.320276,26.875,-25.875,-112.06,-0.13,-0.61,9.44,23.590999999999998,-15.065999999999999,1015.061,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.225,0.0,none
2020-12-10 12:57:01.375277,27.25,-26.875,-111.25,-0.13,-0.6,9.45,23.590999999999998,-15.065999999999999,1015.061,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.161,0.0,none
2020-12-10 12:57:01.433273,26.875,-26.561999999999998,-111.25,-0.13,-0.63,9.46,23.625999999999998,-14.970999999999998,1015.049,21.79,3.0,0.0,1.0,1.0,1.0,1391.0,0.161,0.0,none
