,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2020-12-21 20:33:00.021860,24.75,13.062000000000001,-74.56,-0.24,-0.46,9.49,25.41,84.67200000000001,1003.1210000000001,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.298,0.0,none
2020-12-21 20:33:00.076861,24.375,12.375,-73.75,-0.23,-0.45,9.45,25.398000000000003,84.838,1003.102,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.293,0.0,none
2020-12-21 20:33:00.134859,24.375,12.0,-74.19,-0.26,-0.45,9.5,25.281999999999996,84.524,1003.1389999999999,21.51,11.0,2.0,3.0,5.0,1.0,2915.0,0.312,0.0,none
2020-12-21 20:33:00.190860,24.061999999999998,11.25,-75.25,-0.25,-0.45,9.47,25.281999999999996,84.524,1003.1389999999999,21.51,11.0,2.0,3.0,5.0,1.0,2915.0,0.254,0.0,none
2020-12-21 20:33:00.247860,24.75,11.562000000000001,-74.19,-0.24,-0.44,9.46,25.364,84.92,1003.092,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.273,0.0,none
2020-12-21 20:33:00.304858,23.25,12.0,-74.87,-0.25,-0.45,9.47,25.364,84.92,1003.092,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.22899999999999998,0.0,none
2020-12-21 20:33:00.358862,23.25,11.562000000000001,-75.25,-0.27,-0.46,9.49,25.281,84.619,1003.128,21.49,11.0,2.0,3.0,5.0,1.0,2915.0,0.391,0.0,none
2020-12-21 20:33:00.415859,24.061999999999998,12.375,-74.56,-0.25,-0.46,9.47,25.281,84.619,1003.128,21.49,11.0,2.0,3.0,5.0,1.0,2915.0,0.327,0.0,none
2020-12-21 20:33:00.469859,24.75,12.375,-74.06,-0.27,-0.45,9.49,25.364,84.762,1003.1110000000001,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.239,0.0,none
2020-12-21 20:33:00.524858,24.375,12.375,-74.87,-0.24,-0.44,9.48,25.398000000000003,84.851,1003.1,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.371,0.0,none
2020-12-21 20:33:00.579859,24.375,12.687000000000001,-73.0,-0.26,-0.45,9.48,25.398000000000003,84.851,1003.1,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.303,0.0,none
2020-12-21 20:33:00.636861,24.375,12.0,-74.87,-0.28,-0.44,9.46,25.329,84.74799999999999,1003.112,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.21,0.0,none
2020-12-21 20:33:00.692859,24.75,13.062000000000001,-76.06,-0.24,-0.44,9.45,25.329,84.74799999999999,1003.112,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.23399999999999999,0.0,none
2020-12-21 20:33:00.748860,24.375,12.375,-74.06,-0.26,-0.45,9.46,25.386999999999997,84.72200000000001,1003.115,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.312,0.0,none
2020-12-21 20:33:00.806859,23.25,12.0,-74.56,-0.25,-0.45,9.48,25.340999999999998,84.72200000000001,1003.115,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.327,0.0,none
2020-12-21 20:33:00.863858,25.186999999999998,12.375,-75.25,-0.25,-0.46,9.5,25.340999999999998,84.624,1003.127,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.244,0.0,none
2020-12-21 20:33:00.918858,24.375,12.0,-74.56,-0.26,-0.45,9.47,25.351999999999997,84.743,1003.113,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.308,0.0,none
2020-12-21 20:33:00.973860,24.375,11.25,-74.87,-0.25,-0.45,9.47,25.351999999999997,84.743,1003.113,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.259,0.0,none
2020-12-21 20:33:01.029860,24.061999999999998,12.375,-75.37,-0.24,-0.43,9.47,25.351999999999997,84.611,1003.1289999999999,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.26899999999999996,0.0,none
2020-12-21 20:33:01.085863,24.375,12.0,-74.56,-0.26,-0.44,9.49,25.351999999999997,84.611,1003.1289999999999,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.312,0.0,none
2020-12-21 20:33:01.140858,24.375,11.562000000000001,-76.06,-0.26,-0.46,9.49,25.329,84.569,1003.1339999999999,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.312,0.0,none
2020-12-21 20:33:01.198860,25.186999999999998,12.0,-74.87,-0.25,-0.46,9.47,25.41,84.78299999999999,1003.112,21.5,11.0,2.0,3.0,5.0,1.0,2915.0,0.35200000000000004,0.0,none
