,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2020-12-22 14:31:30.011946,15.562000000000001,-26.25,-72.75,-0.4,0.68,9.42,25.859,28.489,1009.8330000000001,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.376,0.0,drillOn
2020-12-22 14:31:30.068946,15.187000000000001,-27.061999999999998,-72.37,-0.4,0.67,9.43,25.859,28.489,1009.8330000000001,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.26899999999999996,0.0,drillOn
2020-12-22 14:31:30.125946,15.875,-25.875,-73.19,-0.38,0.67,9.46,25.813000000000002,28.793000000000003,1009.797,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.308,0.0,drillOn
2020-12-22 14:31:30.173926,15.187000000000001,-26.25,-72.37,-0.4,0.68,9.46,25.813000000000002,28.793000000000003,1009.797,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.332,0.0,drillOn
2020-12-22 14:31:30.221923,15.187000000000001,-26.25,-73.19,-0.39,0.67,9.45,25.813000000000002,28.745,1009.802,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.391,0.0,drillOn
2020-12-22 14:31:30.268918,15.187000000000001,-26.686999999999998,-73.56,-0.39,0.65,9.47,25.813000000000002,28.745,1009.802,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.17600000000000002,0.0,drillOn
2020-12-22 14:31:30.314919,15.187000000000001,-26.25,-72.75,-0.39,0.67,9.45,25.895,28.855999999999998,1009.789,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.22,0.0,drillOn
2020-12-22 14:31:30.362919,15.562000000000001,-26.25,-72.0,-0.39,0.67,9.44,25.895,28.855999999999998,1009.789,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.415,0.0,drillOn
2020-12-22 14:31:30.412920,15.562000000000001,-26.25,-73.56,-0.39,0.69,9.44,25.778000000000002,28.745,1009.802,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.371,0.0,drillOn
2020-12-22 14:31:30.461923,15.875,-26.25,-72.37,-0.39,0.67,9.43,25.778000000000002,28.745,1009.802,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.273,0.0,drillOn
2020-12-22 14:31:30.510919,15.562000000000001,-26.686999999999998,-73.19,-0.4,0.66,9.4,25.79,28.788,1009.797,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.254,0.0,drillOn
2020-12-22 14:31:30.556919,15.562000000000001,-26.25,-73.56,-0.39,0.67,9.49,25.79,28.788,1009.797,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.43,0.0,drillOn
2020-12-22 14:31:30.603925,14.875,-25.561999999999998,-73.19,-0.39,0.68,9.46,25.778000000000002,28.793000000000003,1009.796,22.14,8.0,2.0,2.0,4.0,0.0,3296.0,0.337,0.0,drillOn
2020-12-22 14:31:30.653920,14.875,-26.686999999999998,-72.75,-0.38,0.68,9.45,25.778000000000002,28.793000000000003,1009.796,22.14,8.0,2.0,2.0,4.0,0.0,3296.0,0.391,0.0,drillOn
2020-12-22 14:31:30.699919,15.187000000000001,-25.875,-73.56,-0.4,0.67,9.48,25.744,28.544,1009.826,22.14,8.0,2.0,2.0,4.0,0.0,3296.0,0.41,0.0,drillOn
2020-12-22 14:31:30.744919,15.875,-26.25,-73.19,-0.39,0.67,9.45,25.744,28.544,1009.826,22.14,8.0,2.0,2.0,4.0,0.0,3296.0,0.542,0.0,drillOn
2020-12-22 14:31:30.793923,15.187000000000001,-25.875,-74.0,-0.4,0.67,9.45,25.837,28.78,1009.798,22.14,8.0,2.0,2.0,4.0,0.0,3296.0,0.449,0.0,drillOn
2020-12-22 14:31:30.842920,15.187000000000001,-25.186999999999998,-72.0,-0.38,0.67,9.42,25.837,28.78,1009.798,22.14,8.0,2.0,2.0,4.0,0.0,3296.0,0.371,0.0,drillOn
2020-12-22 14:31:30.901948,14.875,-26.25,-73.19,-0.37,0.64,9.45,25.730999999999998,28.719,1009.806,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.381,0.0,drillOn
2020-12-22 14:31:30.957946,15.187000000000001,-27.061999999999998,-73.56,-0.42,0.61,9.43,25.813000000000002,29.035999999999998,1009.806,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.498,0.0,drillOn
2020-12-22 14:31:31.003922,15.875,-26.25,-73.19,-0.35,0.99,9.54,25.813000000000002,29.035999999999998,1009.768,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,1.382,0.0,drillOn
2020-12-22 14:31:31.052919,14.875,-26.686999999999998,-72.37,-0.39,0.95,9.43,25.802,28.899,1009.768,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,1.074,0.0,drillOn
2020-12-22 14:31:31.100922,14.875,-25.875,-72.0,-0.43,0.76,9.45,25.802,28.899,1009.784,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.684,0.0,drillOn
2020-12-22 14:31:31.145923,14.875,-26.686999999999998,-73.19,-0.44,0.55,9.39,25.802,28.899,1009.784,22.13,8.0,2.0,2.0,4.0,0.0,3296.0,0.527,0.0,drillOn
2020-12-22 14:31:31.194919,15.187000000000001,-26.686999999999998,-73.19,-0.35,1.17,9.49,25.709,29.049,1009.7660000000001,22.14,8.0,2.0,3.0,4.0,1.0,3296.0,0.34700000000000003,0.0,drillOn
2020-12-22 14:31:31.243923,15.562000000000001,-25.875,-73.19,-0.16,0.36,9.51,25.709,29.049,1009.7660000000001,22.14,9.0,2.0,3.0,4.0,1.0,3296.0,0.371,0.0,drillOn
2020-12-22 14:31:31.290919,14.5,-27.061999999999998,-72.75,-0.57,0.64,9.36,25.813000000000002,29.015,1009.77,22.14,10.0,2.0,3.0,5.0,1.0,2915.0,0.41,0.0,drillOn
2020-12-22 14:31:31.337919,14.5,-27.061999999999998,-72.75,-0.4,0.61,9.37,25.813000000000002,29.015,1009.77,22.14,11.0,2.0,3.0,5.0,1.0,2915.0,0.396,0.0,drillOn
2020-12-22 14:31:31.383919,15.562000000000001,-26.25,-72.0,-0.31,0.68,9.43,25.732,28.826999999999998,1009.7919999999999,22.14,12.0,2.0,4.0,6.0,2.0,2661.0,0.479,1.0,drillOn
2020-12-22 14:31:31.428918,14.875,-25.561999999999998,-72.37,-0.58,1.13,9.35,25.732,28.826999999999998,1009.7919999999999,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.527,1.0,drillOn
2020-12-22 14:31:31.476918,15.187000000000001,-26.25,-72.75,-0.26,0.25,9.49,25.813000000000002,28.883000000000003,1009.7860000000001,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.444,1.0,drillOn
2020-12-22 14:31:31.526917,14.875,-26.686999999999998,-73.19,-0.58,0.72,9.46,25.813000000000002,28.883000000000003,1009.7860000000001,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.439,1.0,drillOn
2020-12-22 14:31:31.575922,14.875,-27.061999999999998,-72.37,-0.33,0.61,9.38,25.744,28.904,1009.783,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.703,1.0,drillOn
2020-12-22 14:31:31.624920,15.562000000000001,-25.875,-73.56,-0.37,0.81,9.55,25.744,28.904,1009.783,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.688,1.0,drillOn
2020-12-22 14:31:31.670920,14.875,-26.686999999999998,-73.19,-0.42,0.63,9.44,25.803,28.835,1009.791,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.7809999999999999,1.0,drillOn
2020-12-22 14:31:31.726945,15.562000000000001,-26.25,-72.75,-0.46,0.88,9.48,25.803,28.835,1009.791,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.747,1.0,drillOn
2020-12-22 14:31:31.784960,15.187000000000001,-27.061999999999998,-72.37,-0.48,0.6,9.33,25.791,28.745,1009.802,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.099,1.0,drillOn
2020-12-22 14:31:31.841958,14.062000000000001,-25.875,-72.0,-0.37,0.69,9.58,25.803,28.78,1009.798,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.752,1.0,drillOn
2020-12-22 14:31:31.899950,14.875,-25.875,-72.75,-0.45,0.86,9.48,25.803,28.78,1009.798,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.274,1.0,drillOn
2020-12-22 14:31:31.957961,15.187000000000001,-26.25,-73.19,-0.46,0.6,9.35,25.837,28.719,1009.806,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.177,1.0,drillOn
2020-12-22 14:31:32.016948,15.187000000000001,-26.686999999999998,-72.37,-0.45,0.72,9.46,25.837,28.719,1009.806,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.845,1.0,drillOn
2020-12-22 14:31:32.062918,15.875,-25.875,-72.37,-0.45,0.74,9.44,25.803,28.788,1009.797,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.8740000000000001,1.0,drillOn
2020-12-22 14:31:32.107917,14.5,-26.686999999999998,-72.37,-0.39,0.64,9.27,25.803,28.788,1009.797,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.27,1.0,drillOn
2020-12-22 14:31:32.156925,15.562000000000001,-25.875,-72.75,-0.36,0.58,9.48,25.756,28.706,1009.807,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,0.991,1.0,drillOn
2020-12-22 14:31:32.205919,15.562000000000001,-26.25,-74.37,-0.37,0.7,9.61,25.756,28.706,1009.807,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.226,1.0,drillOn
2020-12-22 14:31:32.251918,14.062000000000001,-26.25,-72.0,-0.32,0.26,9.4,25.732,28.581,1009.822,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.099,1.0,drillOn
2020-12-22 14:31:32.297918,15.562000000000001,-26.25,-72.0,-0.35,0.59,9.49,25.732,28.581,1009.822,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.133,1.0,drillOn
2020-12-22 14:31:32.346924,14.875,-25.875,-72.37,-0.4,1.01,9.38,25.768,28.793000000000003,1009.796,22.14,12.0,3.0,4.0,6.0,2.0,3296.0,1.167,1.0,drillOn
2020-12-22 14:31:32.394919,14.5,-26.25,-74.37,-0.35,0.8,9.69,25.768,28.793000000000003,1009.796,22.14,13.0,3.0,4.0,6.0,2.0,3296.0,1.089,1.0,drillOn
2020-12-22 14:31:32.439922,14.5,-26.25,-74.37,-0.35,0.79,9.57,25.779,28.835,1009.791,22.15,12.0,3.0,4.0,6.0,2.0,3296.0,0.938,1.0,drillOn
2020-12-22 14:31:32.486923,15.562000000000001,-25.875,-73.19,-0.41,0.63,9.35,25.779,28.835,1009.791,22.15,13.0,3.0,4.0,6.0,2.0,3296.0,1.338,1.0,drillOn
2020-12-22 14:31:32.530919,15.562000000000001,-25.875,-72.37,-0.27,0.67,9.53,25.791,28.906,1009.783,22.15,13.0,3.0,4.0,6.0,2.0,3296.0,1.143,1.0,drillOn
2020-12-22 14:31:32.579918,14.875,-25.561999999999998,-72.0,-0.5,0.82,9.38,25.791,28.906,1009.783,22.15,12.0,3.0,4.0,6.0,2.0,3296.0,1.064,1.0,drillOn
2020-12-22 14:31:32.627919,14.875,-25.875,-74.0,-0.31,0.54,9.62,25.814,28.864,1009.788,22.15,12.0,3.0,4.0,6.0,2.0,3296.0,1.479,1.0,drillOn
2020-12-22 14:31:32.673918,14.5,-27.061999999999998,-74.0,-0.52,0.6,9.24,25.814,28.864,1009.788,22.15,12.0,3.0,4.0,6.0,2.0,3296.0,0.9520000000000001,1.0,drillOn
