,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2020-12-21 21:31:00.019180,24.375,12.375,-73.5,-0.26,-0.45,9.46,26.721999999999998,82.34899999999999,1003.398,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.259,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.076182,24.375,12.0,-75.87,-0.24,-0.45,9.48,26.675,82.28,1003.4060000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.303,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.130183,24.061999999999998,12.0,-74.25,-0.25,-0.43,9.44,26.675,82.28,1003.4060000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.298,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.187181,24.375,13.062000000000001,-73.5,-0.22,-0.44,9.45,26.745,82.365,1003.3960000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.303,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.241181,24.061999999999998,13.062000000000001,-73.56,-0.25,-0.43,9.47,26.745,82.365,1003.3960000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.376,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.298181,23.25,12.687000000000001,-74.69,-0.26,-0.44,9.47,26.675,82.37,1003.3960000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.332,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.353184,24.75,12.687000000000001,-73.87,-0.25,-0.44,9.5,26.698,82.238,1003.4110000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.225,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.409182,24.375,13.375,-73.56,-0.26,-0.43,9.47,26.698,82.238,1003.4110000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.439,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.466185,25.061999999999998,12.375,-75.06,-0.26,-0.45,9.47,26.604,82.26700000000001,1003.408,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.293,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.520181,24.375,12.375,-74.69,-0.24,-0.46,9.48,26.604,82.26700000000001,1003.408,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.35600000000000004,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.578181,24.75,12.375,-74.25,-0.25,-0.45,9.45,26.745,82.148,1003.422,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.317,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.633183,24.75,12.375,-75.5,-0.25,-0.43,9.46,26.675,82.148,1003.422,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.21,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.689181,25.061999999999998,12.687000000000001,-74.69,-0.25,-0.43,9.45,26.675,82.212,1003.415,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.273,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.745184,24.375,12.687000000000001,-73.87,-0.25,-0.43,9.48,26.698,82.45200000000001,1003.3860000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.327,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.801183,23.686999999999998,12.375,-75.06,-0.26,-0.43,9.49,26.698,82.45200000000001,1003.3860000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.18600000000000003,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.855184,24.375,12.375,-73.87,-0.25,-0.44,9.49,26.71,82.32799999999999,1003.4010000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.366,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.911184,25.061999999999998,12.0,-75.06,-0.27,-0.45,9.49,26.71,82.32799999999999,1003.4010000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.405,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:00.969182,24.061999999999998,12.375,-73.19,-0.26,-0.44,9.49,26.733,82.238,1003.4110000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.366,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.023183,24.75,12.687000000000001,-74.25,-0.27,-0.45,9.47,26.664,82.259,1003.405,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.244,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.080182,24.061999999999998,12.687000000000001,-73.87,-0.26,-0.45,9.44,26.664,82.259,1003.409,20.98,10.0,2.0,3.0,5.0,1.0,2915.0,0.249,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.136183,24.375,12.375,-73.87,-0.25,-0.45,9.5,26.698,82.444,1003.387,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.342,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.192183,23.686999999999998,13.062000000000001,-74.25,-0.24,-0.44,9.47,26.698,82.444,1003.387,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.28800000000000003,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.247182,24.75,12.375,-73.87,-0.26,-0.44,9.47,26.686999999999998,82.48100000000001,1003.382,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.415,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.303183,23.686999999999998,12.0,-74.69,-0.26,-0.43,9.49,26.686999999999998,82.48100000000001,1003.382,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.28800000000000003,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.358183,24.375,12.375,-74.69,-0.25,-0.41,9.48,26.663,82.383,1003.3939999999999,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.41,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.413184,24.375,11.562000000000001,-75.06,-0.26,-0.44,9.48,26.686999999999998,82.365,1003.3960000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.376,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.470183,24.375,13.375,-74.25,-0.24,-0.44,9.48,26.686999999999998,82.365,1003.3960000000001,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.366,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.525180,24.061999999999998,13.375,-74.25,-0.26,-0.43,9.44,26.698,82.439,1003.387,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.332,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.582183,24.061999999999998,12.375,-74.25,-0.24,-0.43,9.44,26.698,82.439,1003.387,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.537,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.637182,24.75,12.687000000000001,-75.06,-0.25,-0.45,9.47,26.78,82.399,1003.3919999999999,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.34700000000000003,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.694183,24.061999999999998,12.687000000000001,-74.69,-0.27,-0.42,9.48,26.78,82.399,1003.3919999999999,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.42,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.752182,24.375,12.687000000000001,-74.25,-0.24,-0.45,9.48,26.721999999999998,82.336,1003.4,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.312,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.806182,25.061999999999998,12.375,-75.06,-0.25,-0.43,9.49,26.698,82.14,1003.423,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.26899999999999996,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.861182,24.061999999999998,12.687000000000001,-74.69,-0.28,-0.43,9.49,26.698,82.14,1003.423,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.264,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.916183,25.061999999999998,12.375,-74.69,-0.25,-0.46,9.47,26.745,82.109,1003.427,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.332,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:01.973184,24.75,12.375,-75.06,-0.25,-0.45,9.45,26.745,82.109,1003.427,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.317,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:02.028182,24.375,12.687000000000001,-74.69,-0.26,-0.45,9.48,26.698,82.25399999999999,1003.41,20.97,11.0,2.0,3.0,5.0,1.0,2915.0,0.35200000000000004,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:02.084182,24.375,12.687000000000001,-75.5,-0.25,-0.46,9.44,26.698,82.25399999999999,1003.41,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.26899999999999996,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:02.139182,25.061999999999998,12.375,-75.06,-0.27,-0.44,9.46,26.686999999999998,82.072,1003.431,20.97,10.0,2.0,3.0,5.0,1.0,2915.0,0.26899999999999996,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:02.196185,24.75,12.375,-74.25,-0.24,-0.45,9.49,26.698,82.204,1003.415,20.97,11.0,2.0,3.0,5.0,1.0,2915.0,0.239,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:02.254185,24.375,12.687000000000001,-74.25,-0.26,-0.44,9.49,26.698,82.204,1003.415,20.97,11.0,2.0,3.0,5.0,1.0,2915.0,0.298,0.0,fridgedoorOpenClosein5sec
2020-12-21 21:31:02.308184,24.75,13.062000000000001,-74.69,-0.27,-0.44,9.47,26.686999999999998,82.24600000000001,1003.41,20.97,11.0,2.0,3.0,5.0,1.0,2915.0,0.366,0.0,fridgedoorOpenClosein5sec
