,Magnet_X,Magnet_Y,Magnet_Z,Accel_X,Accel_Y,Accel_Z,Humidity,Approx_Altitude,Pressure,Temperature,C,B,G,R,Lumosity,Color_Temp_(K),Audio,PIR,label
2020-12-21 21:14:55.037534,38.562,-0.75,-75.5,-0.34,0.7,9.47,26.155,78.185,1003.8939999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.322,1.0,coffemachineON
2020-12-21 21:14:55.081534,38.562,-0.75,-75.5,-0.36,0.69,9.44,26.295,78.359,1003.8739999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.18100000000000002,0.0,coffemachineON
2020-12-21 21:14:55.127535,38.187,-1.062,-74.69,-0.36,0.7,9.45,26.295,78.359,1003.8739999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.391,0.0,coffemachineON
2020-12-21 21:14:55.173536,37.062,-0.75,-75.06,-0.35,0.68,9.47,26.098000000000003,78.333,1003.877,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.61,0.0,coffemachineON
2020-12-21 21:14:55.220533,37.75,-1.062,-75.5,-0.35,0.67,9.44,26.098000000000003,78.333,1003.877,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.244,0.0,coffemachineON
2020-12-21 21:14:55.270535,37.75,-1.5,-75.06,-0.35,0.69,9.43,26.261,78.325,1003.878,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.22,0.0,coffemachineON
2020-12-21 21:14:55.319534,36.687,-1.5,-75.06,-0.35,0.68,9.44,26.261,78.325,1003.878,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.298,0.0,coffemachineON
2020-12-21 21:14:55.369535,37.375,-0.75,-74.25,-0.34,0.69,9.45,26.201999999999998,78.172,1003.8960000000001,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.371,0.0,coffemachineON
2020-12-21 21:14:55.416534,37.75,-1.062,-74.25,-0.34,0.69,9.46,26.201999999999998,78.172,1003.8960000000001,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,1.094,0.0,coffemachineON
2020-12-21 21:14:55.461535,37.75,-1.5,-75.06,-0.37,0.69,9.43,26.214000000000002,78.24,1003.888,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.308,0.0,coffemachineON
2020-12-21 21:14:55.508534,37.375,-1.875,-75.87,-0.36,0.69,9.45,26.214000000000002,78.24,1003.888,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.273,0.0,coffemachineON
2020-12-21 21:14:55.564561,37.375,-1.062,-74.75,-0.34,0.68,9.46,26.19,78.15100000000001,1003.8989999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.317,0.0,coffemachineON
2020-12-21 21:14:55.621561,37.75,-1.062,-75.87,-0.35,0.72,9.47,26.19,78.15100000000001,1003.8989999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.205,0.0,coffemachineON
2020-12-21 21:14:55.670535,37.75,-1.062,-75.87,-0.33,0.69,9.42,26.155,78.111,1003.903,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.23399999999999999,0.0,coffemachineON
2020-12-21 21:14:55.717534,38.187,-1.5,-75.87,-0.34,0.69,9.44,26.155,78.111,1003.903,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.327,0.0,coffemachineON
2020-12-21 21:14:55.761533,36.687,-1.062,-75.06,-0.35,0.68,9.42,26.145,78.214,1003.8910000000001,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.278,0.0,coffemachineON
2020-12-21 21:14:55.808535,37.062,-1.062,-74.69,-0.36,0.71,9.46,26.145,78.214,1003.8910000000001,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.28300000000000003,0.0,coffemachineON
2020-12-21 21:14:55.855535,38.187,-0.75,-74.25,-0.34,0.7,9.41,26.237,78.111,1003.903,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.244,0.0,coffemachineON
2020-12-21 21:14:55.901535,38.187,-0.75,-75.06,-0.35,0.68,9.45,26.237,78.111,1003.903,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.22899999999999998,0.0,coffemachineON
2020-12-21 21:14:55.950535,37.75,-1.875,-75.5,-0.33,0.69,9.47,26.109,78.346,1003.875,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.303,0.0,coffemachineON
2020-12-21 21:14:55.998533,37.75,-1.062,-75.5,-0.34,0.69,9.45,26.109,78.346,1003.875,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.254,0.0,coffemachineON
2020-12-21 21:14:56.045535,38.187,-0.75,-76.25,-0.35,0.7,9.48,26.226,78.415,1003.867,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.239,0.0,coffemachineON
2020-12-21 21:14:56.092535,37.75,-1.062,-75.5,-0.34,0.69,9.48,26.226,78.415,1003.867,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.249,0.0,coffemachineON
2020-12-21 21:14:56.142534,37.75,-0.75,-73.87,-0.35,0.7,9.47,26.121,78.39399999999999,1003.87,21.81,6.0,1.0,2.0,3.0,1.0,2661.0,0.22899999999999998,0.0,coffemachineON
2020-12-21 21:14:56.190535,37.062,-1.062,-75.06,-0.36,0.68,9.46,26.121,78.39399999999999,1003.87,21.81,6.0,1.0,2.0,3.0,1.0,2661.0,0.259,0.0,coffemachineON
2020-12-21 21:14:56.236535,37.75,-1.062,-74.25,-0.34,0.67,9.48,26.237,78.444,1003.8639999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.22899999999999998,0.0,coffemachineON
2020-12-21 21:14:56.282535,37.75,-1.062,-74.25,-0.34,0.68,9.45,26.237,78.444,1003.8639999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.23399999999999999,0.0,coffemachineON
2020-12-21 21:14:56.327539,37.75,-1.062,-74.75,-0.36,0.7,9.46,26.179000000000002,78.193,1003.8939999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.205,0.0,coffemachineON
2020-12-21 21:14:56.382563,37.375,-1.062,-75.5,-0.33,0.68,9.48,26.179000000000002,78.193,1003.8939999999999,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.298,0.0,coffemachineON
2020-12-21 21:14:56.438561,37.375,-1.062,-73.87,-0.37,0.7,9.46,26.179000000000002,78.013,1003.915,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.18100000000000002,0.0,coffemachineON
2020-12-21 21:14:56.493564,37.375,-0.75,-75.06,-0.35,0.72,9.48,26.179000000000002,78.013,1003.915,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.293,0.0,coffemachineON
2020-12-21 21:14:56.551562,37.75,-1.062,-75.5,-0.36,0.67,9.45,26.086,78.24,1003.888,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.23399999999999999,0.0,coffemachineON
2020-12-21 21:14:56.600532,37.75,-0.75,-74.25,-0.34,0.68,9.45,26.086,78.24,1003.888,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.254,0.0,coffemachineON
2020-12-21 21:14:56.648534,38.187,-1.062,-75.87,-0.33,0.69,9.45,26.261,78.008,1003.916,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.2,0.0,coffemachineON
2020-12-21 21:14:56.695535,37.75,-0.375,-75.06,-0.36,0.69,9.46,26.261,78.008,1003.916,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.273,0.0,coffemachineON
2020-12-21 21:14:56.741535,37.75,-1.5,-74.69,-0.34,0.69,9.46,26.249000000000002,78.018,1003.914,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.249,0.0,coffemachineON
2020-12-21 21:14:56.789534,37.75,-1.5,-75.5,-0.34,0.69,9.46,26.249000000000002,78.018,1003.914,21.82,6.0,1.0,2.0,3.0,1.0,2661.0,0.161,0.0,coffemachineON
